Datum;Stand Willem Loresluis;Stand Driewegsluis
20131001;1383,5;500
20050724;1384,58;504,4
20210624;1382,26;495
20200529;1379,94;495
20210607;1377,62;495
20200610;1375,7;503,4
20131005;1373,38;503
20130719;1371,06;502
20040621;1372,34;508,6
20050720;1375,02;506
20000314;1377,1;508,4
20200611;1377,58;506,8
20190403;1379,56;499,3
20210922;1377,24;497
20221026;1375,22;503,3
20220806;1372,9;500
20100614;1370,58;495
20100607;1368,26;502
20000312;1365,94;503
20040618;1368,02;509,4
20200830;1371,4;503,7
20200720;1368,98;503,9
20190327;1366,66;498
20190620;1364,44;505,1
20060628;1362,12;496
20040616;1359,8;499
20201004;1359,18;496,7
20221119;1356,76;494,9
20210707;1354,44;496
20050716;1352,12;503
20190313;1356,6;510,8
20210520;1354,18;501,9
20210627;1358,66;508,8
20220922;1356,34;497
20110418;1354,02;504
20210403;1351,7;495
20050611;1349,28;501,9
20200616;1348,16;499,2
20220824;1345,84;502
20060514;1343,52;495
20200623;1341,2;495
20050722;1344,38;507,5
20210930;1341,96;502,9
20181006;1339,54;502,9
20200703;1337,12;502,9
19060327;1334,8;505
19710905;1332,38;504,9
20201003;1336,66;507,6
20060923;1334,24;496,9
20130801;1331,92;502
20210416;1329,6;495
20221207;1327,38;498,1
20200609;1325,06;498
20060623;1322,74;495
20050613;1320,62;500,2
20221210;1318,3;495
20210523;1316,88;503,9
20200909;1315,06;497,5
20200701;1314,04;500,3
20130930;1311,72;501
20210623;1310,1;501,7
20220925;1307,68;496,9
20200528;1305,36;504
20210606;1303,04;501
20200615;1300,72;497
20131004;1306,6;511,2
20221025;1304,28;502
20130718;1301,96;498
20210409;1299,64;501
20210704;1303,02;507,7
20200605;1316,8;514,1
20210921;1314,48;499
20220805;1312,16;500
20100613;1309,84;505
20100606;1308,62;504,1
20000311;1307,5;497,2
20190619;1345,98;539,8
20200630;1356,26;516,6
20190326;1353,94;496
20060627;1351,52;500,9
20040615;1349,2;498
20200719;1347,48;497,6
20221224;1345,36;503,2
20210706;1343,54;495,5
20050715;1341,22;505
20221118;1340,7;499,8
20220921;1338,38;504
20210519;1344,26;507,2
20110417;1341,94;503
20210522;1346,62;507
20210402;1344,2;494,9
20200904;1343,98;505,1
20220823;1341,66;499
20060513;1339,34;496
20200622;1337,02;503
20050610;1334,6;498,9
19060324;1332,28;504
19060326;1329,96;504
20210929;1342,24;515,6
20210726;1360,02;521,1
20181005;1357,7;504
20200903;1367,58;508,2
19060106;1378,86;518,6
20200702;1380,54;500
20130729;1378,22;502
20191005;1375,9;498
19710904;1373,58;505
20210622;1371,76;501,5
20221117;1388,04;521,6
20200908;1385,62;500,9
20060817;1383,3;505
20130731;1381,08;496,1
20050612;1383,96;509,2
20060922;1381,54;499,9
20221206;1380,42;503,2
20210415;1379,4;499,3
20000310;1378,08;496
20100605;1375,76;504
20201220;1373,44;500
20200608;1371,92;505,8
20060622;1369,7;498,1
20221209;1367,28;502,9
20201005;1370,76;501,8
20130929;1368,44;505
20060518;1376,32;512,2
20001109;1396,3;524,3
20000308;1405,78;508,8
20060815;1403,36;504,9
20200527;1401,04;501
20210605;1398,62;500,9
20200614;1396,5;495,2
19060107;1397,38;501,2
20220924;1402,46;502,4
20200612;1406,84;503,7
20221024;1404,92;495,4
20200606;1407;505,4
20130717;1404,68;504
20200718;1402,36;496
20050528;1400,04;495
20210408;1397,62;495,9
20210705;1400;509,7
20211001;1403,88;503,2
20210414;1402,46;501,9
20130913;1401,64;504,5
20210920;1399,32;496
20220804;1397;500
20100612;1394,68;502
20221205;1392,26;501,9
20200617;1396,34;510,4
20221223;1405,82;513,8
20190325;1404,3;504,8
20000309;1405,28;505,3
20040614;1402,96;498
20060626;1400,84;496,2
20050714;1398,52;504
20210621;1407;507,8
20220920;1404,68;501
20200607;1405,56;508,2
20110416;1403,14;501,9
20220822;1400,82;496
20060512;1398,5;505
20200621;1396,18;503
20210401;1393,86;495
19060323;1391,74;495,2
20130912;1389,32;499,9
19060325;1391,7;502,7
20181004;1389,38;497
20050609;1387,06;502
20130728;1385,74;502
20191004;1395,32;512,9
19710903;1393;501
20130730;1395,48;505,8
20060816;1397,16;505
20200907;1394,84;502
20060621;1393,72;502,2
20100604;1391,4;504
20060921;1389,08;497
20210413;1386,66;495,9
20201219;1384,64;499,3
20180920;1382,32;505
20200613;1384,2;503,2
20130928;1381,88;500
20221208;1386,76;512,2
20221227;1385,44;498
20221023;1383,52;498,4
20001111;1382;504,8
20200526;1379,68;500
20190324;1377,36;501
20060814;1389,74;517,7
20210604;1388,62;497,2
20200705;1386,7;501,4
20040529;1384,38;501
20130716;1382,06;498
20200717;1379,74;497
20050527;1377,42;500
20060818;1380,8;504,7
20210407;1389,78;508,3
20130727;1410,16;525,7
20210919;1407,84;503
20220803;1405,52;501
20100611;1403,1;498,9
20060620;1400,78;504
20221204;1398,46;500
20060625;1406,64;507,5
20040613;1404,22;503,9
20050713;1401,9;501
20221120;1408,88;508,3
20040611;1406,56;503
20180930;1404,14;497,9
20050602;1402,82;500
19060322;1400,5;504
20220919;1399,98;505,8
20221226;1398,36;499,7
20210603;1396,04;498
20220821;1393,72;504
20110415;1391,4;503
20060819;1392,28;499,2
20060511;1389,96;499
20200620;1387,54;504,9
20210331;1385,22;496
20100528;1382,9;499
20221013;1380,68;495,1
20181003;1378,26;503,9
20050608;1375,94;501
20001110;1379,82;503,2
20130911;1379,1;506,6
19710902;1376,78;503
20201218;1374,46;498
20220918;1386,84;515,7
20200906;1385,72;499,2
20221022;1383,4;500
19060111;1381,08;501
20221228;1383,06;509,3
20221014;1383,54;500,8
20100603;1381,22;500
20221016;1380,4;498,5
20060920;1378,08;498
20180919;1375,76;500
20120507;1373,44;500
20001114;1371,12;501
20210412;1369,5;504,7
20201216;1367,28;502,1
20200704;1374,96;509
20050728;1372,74;496,1
20200707;1370,72;499,3
20130927;1368,4;503
20130910;1410,18;540,1
20001115;1410,36;497,5
20181001;1411,54;501,5
20200525;1409,22;499
19060112;1409,7;498,8
20190323;1407,38;504
20100529;1408,46;498,4
20220518;1406,14;495
20050601;1403,72;502,9
20040528;1401,4;498
20050726;1399,68;505,6
20200713;1397,36;502
20130715;1395,04;502
20200716;1394,62;496,9
20050526;1392,3;500
19660719;1451,18;556,2
20221015;1452,06;501,2
20060519;1457,34;507,6
20221225;1463,82;512,8
20200905;1470,1;510,6
20210918;1467,78;496
20220802;1465,46;505
20060619;1463,74;495,6
20211002;1468,52;509,1
20221229;1469,7;500,5
20100610;1468,98;505,6
20221203;1466,56;498,9
20221019;1464,24;504
20200715;1461,82;497,9
20221122;1459,4;502,9
20050712;1457,08;502
20040612;1459,36;503,6
19060307;1457,04;503
20131011;1476,82;525,1
20070506;1474,4;502,9
20040610;1473,28;496,2
19060321;1470,96;504
20190314;1480,34;510,7
20180929;1478,02;505
20201111;1475,7;496
20061021;1474,38;502
20191007;1473,26;503,2
20210602;1470,94;495
20220820;1468,52;497,9
20110414;1466,2;500
20060510;1463,88;503
20221012;1461,46;503,9
20210330;1459,14;497
20100527;1457,52;503,7
20210411;1456,4;500,2
20200619;1454,08;503
20050607;1451,66;500,9
20100609;1451,14;503,8
20050529;1456,92;504,1
20001116;1458,5;507,9
20201006;1464,88;504,7
20181002;1466,46;505,9
20230702;1464,14;498
19710901;1462,52;495,7
20061107;1460,2;501
20060918;1458,58;505,7
20201217;1460,46;507,2
20221020;1461,44;506,3
20221021;1461,52;502,4
19060110;1459,3;502,1
20221123;1460,28;500,3
20200706;1464,26;504,3
20130914;1470,24;508,3
20100602;1467,92;499
20200523;1465,6;499
20060919;1465,88;502,6
20050725;1477,16;512,6
20100608;1487,74;508,9
20180918;1485,42;499
20061110;1483,1;496
20201215;1481,38;499,6
20120506;1479,06;496
20050727;1480,84;501,1
20001113;1478,52;502
20221124;1478,8;501,6
20130926;1476,48;499
20230630;1474,16;501
20040609;1471,84;499
20200524;1472,22;506,7
20191006;1480;508,1
20190322;1477,68;500
20060618;1475,36;502
19710829;1472,94;494,9
20220517;1470,52;499,9
20210410;1479,6;515,4
20200708;1482,28;507
20061020;1480,06;501,1
20201129;1477,74;495
20040527;1475,32;494,9
20050531;1473,2;500,2
20200712;1470,88;503
20130714;1468,56;497
20050525;1466,24;496
20201213;1465,22;505,3
20210917;1462,9;504
19710830;1463,38;500,8
20220801;1462,96;496,9
20100526;1460,54;504,9
20221018;1458,22;496
20221202;1455,9;504
19710831;1456,18;498,6
20200714;1459,06;502,2
20060917;1456,74;495
20221121;1461,32;507,9
20201007;1463,1;500,1
20180921;1469,08;506,3
20050711;1466,76;502
19060306;1464,44;497
20220731;1464,02;506,9
19060320;1461,7;500
20070505;1459,38;501
19060108;1467,46;507,4
20180928;1465,14;501
20201110;1462,72;504,9
20210601;1460,4;498
20001117;1462,48;503,4
20110413;1460,16;503
20060509;1457,84;503
20221230;1460,72;503,2
20210329;1458,4;499
20220819;1455,98;504,9
20221126;1453,66;497
20221011;1451,34;500
20200618;1459,02;508
20201214;1459,9;507,2
20220730;1457,48;502,9
20201125;1455,16;499
20050606;1452,74;498,9
20230701;1454,42;506
20201212;1453,3;505,2
20061106;1450,98;498
19060109;1451,56;497,9
20061002;1472,14;520,9
20001118;1472,72;502,9
20050603;1478,1;507,7
20100601;1475,78;495
20200522;1473,66;502,2
20180917;1471,34;505
20061109;1469,22;495,2
20120505;1467,1;505,2
20001112;1473,88;512,1
20010706;1471,46;504,9
20130925;1469,04;500,9
19060314;1467,02;496,3
20230629;1465,4;498,7
20191008;1468,68;505,6
20040608;1466,36;504
20050530;1469,54;505,5
20100428;1467,22;503
20190321;1464,9;495
20060617;1462,58;499
20061019;1462,36;505,1
20190315;1466,04;508
19710828;1463,62;494,9
20201128;1461,3;501
20220516;1460,08;502,1
20200711;1457,66;496,9
20130713;1455,34;498
20110410;1453,02;502
20061018;1451,7;499
20040526;1449,38;499
20061022;1453,16;507,1
20201211;1452,14;496,3
20050524;1449,72;496,9
20210916;1447,3;502,9
19710826;1444,98;501
20201027;1444,46;503,8
20100525;1442,14;503
20221017;1447,92;506,1
20221201;1445,6;498
20060916;1443,28;495
20050710;1440,96;501
19060305;1438,64;502
19060227;1437,12;503,8
19060319;1435;499,2
20070504;1432,68;503
19060216;1430,36;505
20201026;1428,14;504,1
20180927;1425,82;501
20210531;1423,5;502
20110412;1421,88;498,7
20060508;1419,56;497
20201109;1417,24;505
20210328;1414,82;498,9
20110712;1471,4;561,9
20221125;1475,28;508,2
20201210;1472,96;499
20221010;1471,04;500,4
20220818;1468,62;500,9
20220515;1466,3;499
20230628;1465,98;505
20201124;1463,66;504
20220729;1461,34;503
20201024;1459,22;505,2
20050605;1458;498,1
20061017;1455,68;500
20061105;1453,36;496
20201020;1451,34;500,3
20200521;1449,02;496
20230627;1447,6;502,9
20061108;1452,38;504,1
20120504;1450,16;498,1
20130915;1454,74;506,9
19060313;1453,02;498,6
20100531;1450,6;503,9
20180916;1448,28;501
20040701;1446,46;498,5
20210524;1460,34;518,2
19060310;1458,32;500,3
19060228;1459,4;503,4
20210729;1457,98;497,9
20201126;1460,96;508,3
20040607;1458,64;501
20040601;1456,32;505
20010705;1454;501
20130924;1451,68;496
20230703;1457,16;512,8
20100427;1454,84;497
20190320;1452,42;498,9
20060616;1450;494,9
20050705;1448,08;504,4
20120508;1455,46;514,7
20201206;1453,04;497,9
19660720;1459,82;504,1
20201127;1460,2;504,7
19060226;1457,88;496
20180922;1461,76;509,2
20210727;1474,54;520,1
19710827;1476,52;502,3
20130712;1474,1;498,9
20110409;1471,78;505
20040525;1469,56;505,1
20210525;1470,14;500,9
20200709;1474,92;508,1
20061003;1478,2;506,6
20200710;1478,28;499,4
20050523;1475,96;503
20050604;1479,24;504,6
20110411;1481,82;503,9
19710825;1479,5;503
20210915;1477,08;501,9
20100524;1474,76;499
19660728;1472,44;503
20221130;1470,62;503,5
20050518;1468,3;500
20230626;1465,98;503
19060318;1464,46;502,8
20060915;1462,14;501
20221009;1459,82;504
20110713;1461,8;509,3
20050709;1459,48;502
19060304;1457,16;503
20230704;1458,14;499,3
20201025;1459,92;501,1
20220926;1475;522,4
20070503;1472,68;505
19060215;1470,36;505
20180926;1468,04;505
20210530;1465,72;504
20210728;1466,7;502,3
19060312;1466,68;499,3
20060507;1464,36;501
19060311;1465,84;503,8
20201108;1463,42;501,9
19660723;1461,1;502
20201209;1458,68;497,9
20201114;1457,86;503,5
20001119;1462,04;501,5
20201019;1459,92;497,2
20210327;1459;505,4
20201023;1456,58;501,9
20040623;1476,06;526,8
20220514;1473,74;498
20201123;1471,42;505
20040630;1469,5;500,4
20210730;1471,18;508
20220817;1511,66;539,8
20220728;1509,34;505
20191031;1507,02;496
20100429;1510,9;503,2
20061016;1508,58;497
19060308;1516,16;511,9
20061104;1513,74;498,9
20120503;1511,42;496
20200520;1509,1;500
19661108;1507,58;498,8
20060520;1515,86;506,6
19060309;1516,04;505,5
20180915;1513,92;499,2
20100530;1522,8;509,2
20050704;1553,98;536,5
20050520;1553,86;499,2
20060613;1551,54;497
20050519;1552,82;498,6
20201130;1559,4;513,9
20040606;1557,08;498
20201113;1554,96;503,2
20040531;1554,74;505,1
20120522;1552,42;502
20010704;1550,1;502
20130923;1547,78;500
20210326;1547,16;498,7
20100426;1544,84;496
20040530;1556,32;514,8
19060317;1554;502
20201118;1551,98;504,3
20190319;1549,56;498,9
20060615;1547,44;502,2
20040524;1545,12;505
20201205;1542,8;499
19060225;1542,48;499
20110408;1540,16;504
19060116;1539,04;499,2
20221129;1537,22;495,5
20130711;1534,9;495
20191101;1536,08;500,5
20190316;1540,96;504,2
20050522;1540,54;500,9
19060224;1538,22;505
20201121;1536,2;496,3
20210325;1533,98;502,1
19710824;1531,66;495
20120425;1530,54;506,2
20100523;1528,22;505
20210914;1526,9;505
20050514;1524,58;504
20040603;1522,76;500,5
19660727;1520,64;495,2
20130619;1518,52;502,2
20050517;1517,6;498,4
20050521;1518,78;500,5
20230625;1516,46;496
20060914;1514,04;501,9
19661107;1511,72;503
20220929;1509,4;505
19660724;1511,38;506,3
20221008;1509,26;502,2
20050708;1509,24;503,3
19060303;1506,92;503
20050707;1504,6;497
20010707;1510,48;504,2
19060315;1516,36;507,2
20040629;1514,04;495
20090930;1513,22;504,5
20070502;1510,9;500
19060214;1508,58;501
20180925;1506,26;501
20201018;1503,94;503
20001122;1501,82;499,2
20210529;1499,5;498
20120430;1497,18;504
20001124;1495,16;502,3
20060506;1492,84;505
19660722;1490,62;504,1
20201107;1488,3;501
20100826;1536,58;546,6
20060207;1534,56;495,3
20220513;1532,24;504
19060115;1529,92;497
20201208;1527,6;496
20201122;1528,48;507,2
20201022;1526,66;503,5
20220727;1524,34;505
20191030;1522,02;500
20061015;1519,7;500
20091002;1517,28;494,9
20120502;1516,56;501,6
20200519;1514,24;503
20091004;1511,82;503,9
20061103;1509,7;498,2
20120424;1507,78;498,4
20050516;1506,46;502
20180914;1504,14;504
20120519;1501,72;499,9
20090929;1500,2;499,8
20201112;1510,28;510,4
20130620;1511,46;507,5
20210913;1509,14;503
20100827;1509,82;507
20060612;1507,5;504
19060301;1512,18;503
20221128;1511,66;504,8
20040605;1509,24;495,9
20201117;1507,02;496,1
20120521;1504,7;500
20010703;1502,38;497
20130922;1499,96;504,9
19060219;1498,74;502,1
20001209;1496,32;502,9
20220725;1493,9;497,9
20201202;1491,48;504,9
20060614;1493,96;509,8
20190317;1495,84;500,2
20130916;1501,02;506,5
20100425;1498,8;496,1
20091005;1499,48;506
20120501;1500,66;508,5
19060316;1502,04;498,7
20040523;1500,12;503,4
20201204;1499;502,2
20190318;1499,28;502,6
20201120;1497,06;501,1
20110407;1494,74;505
20040602;1499,82;512,4
20221127;1508,1;510,6
20130710;1505,88;504,1
20001120;1509,66;511,1
20210806;1509,44;507,1
20210324;1507,12;499
19060223;1504,8;502
19660726;1503,28;501,8
19710823;1502,96;503
20130618;1500,54;501,9
20060521;1504,02;502,8
20120427;1501,6;499,9
20210802;1499,18;499,9
20100522;1496,86;502
20060226;1494,54;504
20210805;1492,22;497
20050515;1494,5;501,6
19060207;1492,58;503,4
20221007;1490,16;496,9
20050513;1487,84;502
20230624;1485,52;495
19710822;1483,1;498,9
20001123;1485,18;508,4
19661106;1482,86;498
20220928;1480,44;504,9
20001121;1480,92;504,8
20201021;1487,2;509,6
19060302;1488,38;506,5
20050706;1493,96;502,9
20060913;1491,64;504
20040628;1489,32;498
20090928;1486,9;504,9
20060206;1484,88;499,3
20070501;1482,56;502
19060218;1480,34;503,1
19060213;1478,22;496,2
20180924;1476,4;503,5
20201017;1473,98;497,9
20061031;1473,76;498,1
19660721;1479,44;508
20210528;1477,12;497
20120429;1474,7;502,9
20100430;1478,98;507,6
20060505;1476,66;503
20201203;1478,04;500,7
20120423;1477,92;499,2
20061101;1478,1;502,5
20201106;1475,78;504
20061030;1473,46;502
20220512;1471,14;501
19060114;1468,82;498
20201207;1474,8;509,3
20120422;1473,28;496,8
20130510;1471,06;497,1
20220726;1472,64;503,9
20061102;1472,82;500,5
20191029;1470,5;495
20061014;1468,18;505
19710819;1466,56;500,7
20200518;1464,24;499
20210909;1461,92;498
20210526;1468;509,4
20091001;1470,98;507,3
20230619;1468,66;499
20180913;1466,34;499
20091003;1468,82;507,8
20220930;1472,1;504,6
20120518;1471,28;498,5
20210912;1468,96;503
20201116;1468,94;500,3
20201115;1474,32;509,7
20060611;1472;505
20040522;1470,18;495,5
19660725;1473,66;503,8
20120520;1476,34;500
20120420;1475,42;502,4
20010702;1473,1;503
20100424;1470,78;502
20040604;1474,56;506,1
20201221;1493,44;517,2
20130921;1491,12;501
20001208;1490;497,2
20220724;1487,68;499
20201201;1492,56;502,2
20060227;1494,24;502
20120530;1491,92;502
20230721;1490,5;503,9
20001202;1489,68;504,5
20201119;1494,36;506
20130709;1492,04;497
20110406;1489,72;505
19060206;1487,4;504
20201008;1498,48;513,4
20120517;1496,16;502
20210323;1493,84;499
19060222;1491,72;495,2
19060220;1494,7;510,3
20201028;1503,98;514,6
20180923;1511,36;513,7
20120421;1512,14;502,1
20100521;1509,82;497
20100828;1513,1;508,6
20060225;1510,78;502
20210804;1509,06;501,6
20130617;1506,64;504,9
20120426;1511,42;502,1
20210801;1511,4;498,3
20050512;1509,08;499
20210731;1515,36;510,6
20120419;1513,44;497,4
20060205;1512,22;503,1
20091006;1515,3;501,4
20060214;1513,38;496,4
19661104;1512,66;506,6
20230623;1510,34;495
20221006;1508,02;501
19060212;1506,7;506
19661105;1506,78;499,4
20001201;1505,66;501,2
20060826;1503,34;503
19710818;1501,02;499
20060912;1498,7;499
19710821;1496,98;496,6
19060217;1506,16;508,5
20220927;1513,04;513,2
20040627;1512,22;501,5
20070430;1509,9;499
20001207;1508,98;497,4
20001127;1507,66;502
20180807;1506,64;504,3
20210527;1508,42;502,1
20090927;1506,1;498
20050425;1503,78;497
20060504;1501,46;499
19670801;1499,14;495
20201016;1496,82;504
20120428;1499,8;502,3
20201105;1497,48;502
20061029;1495,16;498
20060522;1498,24;508,4
20130509;1495,82;497,9
20220720;1493,8;499,3
20220511;1493,48;501
20130622;1492,96;499,8
19060202;1491,24;499,6
19060113;1506,62;512,7
20230720;1504,3;504
20191028;1501,88;504,9
20060324;1501,06;498,5
19661103;1498,84;502,1
20120514;1496,42;499,9
20061013;1494;496,9
20040521;1491,58;498,9
20200126;1490,06;503,8
20180823;1489,94;503,2
20200517;1487,62;497
20210908;1485,3;501
20220510;1482,88;502,9
20010709;1480,76;498,2
20230618;1478,34;494,9
20180912;1477,12;499,1
20031210;1474,8;499
20001205;1472,68;498,2
20180822;1470,36;500
20230621;1468,04;505
20130507;1465,82;505,1
20040626;1463,4;495,9
20130621;1467,98;504,9
20230725;1465,56;499,9
20060204;1463,14;503,9
20001206;1463,42;499,6
20210911;1462,1;496
20180808;1462,98;501,2
20001130;1460,66;497
20050407;1458,64;501,3
20060610;1456,32;501
20050504;1454,2;495,2
20180806;1451,88;503
20050506;1449,76;499,2
20010701;1447,44;501
20100423;1445,12;495
19060211;1444,4;502,6
20001210;1449,08;509
20001125;1454,76;509
20130920;1453,74;497,3
20120408;1452,02;497,6
20220723;1449,7;502
20060323;1447,38;504
20060211;1444,96;494,9
19660730;1444,64;506
20120529;1442,22;495,9
19710513;1439,9;497
20210803;1443,98;502,4
20001126;1444,16;501,5
20230723;1442,64;497,8
20061004;1451,82;507,5
20130708;1449,5;503
20110405;1447,08;499,9
20120417;1447,06;497,3
20060827;1448,74;500
19060221;1450,82;504,4
20120416;1448,5;495
19060205;1446,18;497
20100501;1449,96;508,1
19660729;1458,84;507,2
20120418;1458,92;502,4
20031212;1458;502,4
20060213;1455,68;503
19710820;1459,06;501,7
20120516;1457,64;496,9
20050428;1455,62;503,3
19060209;1454,7;499,4
20061023;1466,48;514,1
20210322;1464,16;504
20060523;1465,64;508,8
20010710;1466,82;499,5
19060210;1467;506,5
20180911;1464,68;505
20100520;1462,36;496
20060224;1460,04;503
20120509;1470,02;516,3
20050511;1467,8;505,1
20130616;1465,38;498,9
19060201;1464,16;503,1
20200125;1461,84;497
20230622;1463,22;498,7
20221005;1462,6;506,7
20201222;1465,88;503,6
20200201;1463,76;500,2
20060825;1461,74;505,3
20201009;1464,62;502,2
19710817;1462,2;499,9
20130919;1462,18;503,3
20060911;1459,86;495
20130918;1458,94;496,4
20210910;1462,92;502,3
20220719;1460,6;504
20070429;1458,28;503
20090926;1455,96;501
20050424;1453,64;502
20210807;1459,02;507,7
20060503;1456,7;499
19670731;1454,48;501,1
20201015;1452,16;498
20200208;1450,74;496,9
20230716;1448,32;499,9
20211004;1446;498
20031211;1447,88;504,2
20201104;1445,56;499
20061028;1443,84;498,6
19060208;1449,12;512,6
19661102;1446,9;501,1
20221004;1444,58;503
20130508;1446,56;501,3
20230719;1445,34;497,1
20010708;1452,82;512,8
20001204;1451,1;502,6
20180904;1448,68;494,9
20191027;1446,66;497,3
20230722;1450,54;509,2
20200516;1448,22;504
20120513;1445,9;500
20061012;1443,58;496
20050729;1461,76;515,5
20040520;1459,34;502,9
20210907;1457,02;497
20120407;1455;502,3
20130506;1452,68;496
20050412;1450,36;505
20031209;1448,04;495
20180821;1445,72;499
20050501;1443,3;500,9
20050406;1442,48;497,5
20230620;1447,16;505
20120602;1444,84;496
20220509;1442,52;498
20230617;1440,2;500
20120515;1442,78;506,9
20050426;1445,76;504,3
20050503;1445,24;500,8
20040702;1456,82;510,9
20130917;1463,4;510,9
20040625;1461,98;501,9
20050505;1464,16;499,5
19060131;1462,14;503,3
20001129;1459,82;505
20060609;1457,5;495
20230724;1459,48;500,3
20060203;1457,16;499
20180805;1454,84;502
20130627;1453,72;503,2
20010630;1452;502,6
20100422;1449,58;504,9
20220722;1447,16;502,9
20191011;1446,74;505,9
20060322;1444,42;499
19710512;1442;495,9
20050502;1442,68;507
20050427;1443,26;507,9
20060210;1441,34;496,4
20120528;1439,02;502
20230726;1441,9;508,2
20130707;1439,58;495
20050405;1437,46;501,2
20180824;1440,74;509,6
20060228;1445,62;505,2
20120415;1443,5;498,2
19060204;1441,48;500,3
20200207;1439,16;495
20110404;1436,84;495
20191102;1446,12;515,6
20230718;1443,7;497,9
20060212;1446,38;501
20060820;1466,46;523,4
20191010;1464,84;505,7
20210321;1462,62;498,1
20180910;1460,3;501
20060824;1458,68;498,7
20100519;1456,36;501
20050510;1454,34;502,3
20200131;1452,12;501,1
20060223;1449,8;501
20061027;1447,38;502,9
20130625;1445,06;500
20200124;1442,74;502
20130615;1442,72;499,3
20130614;1440,4;504
20001203;1445,88;510,8
20130626;1446,06;499,5
20060910;1443,74;505
20040624;1455,02;510,6
19710816;1452,6;502,9
20220718;1450,28;497
20070428;1447,96;496
19670730;1446,14;499,5
20090925;1443,82;503
20050423;1441,5;500
20060502;1439,18;500
20201029;1444,46;511,6
20201014;1442,14;500
20211003;1461,32;520,5
19670727;1459;500
20191026;1458,88;497,2
20201103;1457,16;505,6
20180905;1459,24;507,4
19661101;1456,92;502
20230715;1455,9;503,3
20120406;1453,98;499,4
20191025;1451,56;502,9
20221003;1449,24;496
20201030;1449,52;498,6
20010629;1447,1;500,9
20211005;1449,78;500
20200515;1447,46;496
20180903;1445,04;498,9
20120512;1442,92;497,2
20061011;1440,6;502
20210906;1438,28;495
20050403;1435,96;497
20210309;1435,34;496,7
20130505;1433,02;500
19060130;1430,9;497,2
20050411;1428,58;502
20031208;1426,26;499
20180820;1423,94;495
20130612;1422,92;503,3
20120601;1420,7;501,1
20040519;1418,38;496
20220519;1438,66;522,6
20220508;1436,34;504
20230616;1434,02;496
20210307;1431,7;502
20050430;1429,38;503
20201031;1429,76;500,7
20050508;1429,44;505
20050418;1428,52;499,4
20001128;1434,1;509,9
20191009;1450,28;519,5
20060209;1449,16;503,2
20060608;1446,84;496
20060202;1444,42;503,9
20060430;1443,6;505,5
20180804;1441,28;499
20050507;1445,96;510
20060823;1443,54;503,9
20210311;1442,82;505,6
20060305;1442,6;506,1
19060117;1453,88;508,6
20100421;1451,46;504,9
20210308;1451,94;498,8
19060203;1457,52;507,9
20060321;1455,2;505
20230714;1452,78;498,9
20050404;1453,46;506
20050408;1458,44;512,3
20220721;1464,12;508
20130623;1469,8;504
20120414;1467,48;497
20120527;1465,16;504
20060304;1464,24;496,4
19710511;1461,82;502,9
20210312;1462,1;501,6
20130706;1459,78;499
20131012;1479,96;520,5
20210815;1477,64;500
20200206;1475,32;504
20110403;1474,5;501,5
20050509;1475,28;500,1
20210320;1473,16;501,2
19661113;1471,54;504,7
20130611;1469,22;497
20230717;1473,1;509,2
20050417;1470,78;498
20050415;1468,36;502,9
20200130;1466,94;498,9
19670729;1464,92;496,3
20180909;1462,5;498,9
20100518;1460,18;505
20060429;1458,36;501,5
20210310;1459,64;508,6
20060222;1457,32;498
20201102;1457;501
20200127;1463,08;505,4
19060128;1461,46;501,7
20130624;1462,14;498
20200123;1460,22;495,4
20060307;1457,9;499
20061026;1455,48;503,9
20060325;1461,76;505,6
20060208;1472,84;511,4
20200203;1472,82;503,3
20180812;1470,4;501,9
20200202;1475,08;504
20130613;1476,56;500,8
20100510;1474,14;502,9
20010711;1479,12;505,3
20060301;1482,1;504,3
20120405;1479,78;499
20060909;1477,46;501
20201101;1478,94;505,8
20220717;1476,62;500
20070427;1474,3;495
20060303;1473,48;504,5
20230710;1471,16;500
19710815;1471,04;507,2
20110402;1468,82;505,1
20090924;1466,5;496
20050422;1464,18;495
20060501;1465,56;504,7
20201013;1463,24;497
20061111;1483,42;517,5
20180809;1489,6;509,5
20120412;1488,98;505,7
19710814;1488,76;498,1
19670726;1486,44;500
20050323;1484,12;495
19661031;1481,8;498
20221002;1480,58;498,1
20120511;1478,16;504,9
19710813;1477,44;501,6
19060129;1478,22;502,1
20191024;1476,7;501,8
20221231;1495,58;517,2
20120614;1493,26;503
20200514;1490,94;505
20120531;1499,52;509,9
20061010;1497,3;497,1
20010628;1494,88;497,9
20210905;1492,56;498
20050402;1490,24;495
20130504;1487,92;503
20050410;1487;506,4
20031207;1484,68;498
20180819;1482,36;502
20180902;1480,04;496
20040518;1477,72;503
20220507;1475,4;499
20210820;1472,98;497,9
20230615;1470,66;505
20210306;1468,34;501
20050429;1474,42;506,4
20120411;1472,3;496,2
20060302;1473,28;503,3
20200129;1471,66;500,7
19661112;1469,54;499,2
20191012;1473,92;505,7
20060607;1471,6;503
19661114;1473,38;507,1
20180803;1471,06;501
20060201;1468,64;495,9
20120409;1475,52;514,2
19710812;1474,1;496,9
20060822;1471,68;494,9
20060320;1469,36;499
19060127;1467,04;499
20180906;1470,42;500,7
20170623;1468,1;503
20230711;1469,38;507,6
20100420;1466,96;504,9
