Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
13-8-2023;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-54;;;cm;-999999999;NAP;
13-8-2023;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-55;;;cm;-999999999;NAP;
13-8-2023;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-57;;;cm;-999999999;NAP;
13-8-2023;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-57;;;cm;-999999999;NAP;
13-8-2023;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-57;;;cm;-999999999;NAP;
13-8-2023;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-54;;;cm;-999999999;NAP;
13-8-2023;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-52;;;cm;-999999999;NAP;
13-8-2023;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-48;;;cm;-999999999;NAP;
13-8-2023;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-42;;;cm;-999999999;NAP;
13-8-2023;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-35;;;cm;-999999999;NAP;
13-8-2023;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-27;;;cm;-999999999;NAP;
13-8-2023;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-20;;;cm;-999999999;NAP;
13-8-2023;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-14;;;cm;-999999999;NAP;
13-8-2023;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-6;;;cm;-999999999;NAP;
13-8-2023;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;2;;;cm;-999999999;NAP;
13-8-2023;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;10;;;cm;-999999999;NAP;
13-8-2023;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;17;;;cm;-999999999;NAP;
13-8-2023;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;25;;;cm;-999999999;NAP;
13-8-2023;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;32;;;cm;-999999999;NAP;
13-8-2023;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;38;;;cm;-999999999;NAP;
13-8-2023;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;44;;;cm;-999999999;NAP;
13-8-2023;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;49;;;cm;-999999999;NAP;
13-8-2023;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;54;;;cm;-999999999;NAP;
13-8-2023;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;58;;;cm;-999999999;NAP;
13-8-2023;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;61;;;cm;-999999999;NAP;
13-8-2023;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;65;;;cm;-999999999;NAP;
13-8-2023;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;68;;;cm;-999999999;NAP;
13-8-2023;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;71;;;cm;-999999999;NAP;
13-8-2023;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;73;;;cm;-999999999;NAP;
13-8-2023;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;75;;;cm;-999999999;NAP;
13-8-2023;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;77;;;cm;-999999999;NAP;
13-8-2023;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;77;;;cm;-999999999;NAP;
13-8-2023;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;78;;;cm;-999999999;NAP;
13-8-2023;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;79;;;cm;-999999999;NAP;
13-8-2023;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;81;;;cm;-999999999;NAP;
13-8-2023;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;81;;;cm;-999999999;NAP;
13-8-2023;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;82;;;cm;-999999999;NAP;
13-8-2023;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;80;;;cm;-999999999;NAP;
13-8-2023;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;80;;;cm;-999999999;NAP;
13-8-2023;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;78;;;cm;-999999999;NAP;
13-8-2023;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;77;;;cm;-999999999;NAP;
13-8-2023;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;75;;;cm;-999999999;NAP;
13-8-2023;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;71;;;cm;-999999999;NAP;
13-8-2023;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;69;;;cm;-999999999;NAP;
13-8-2023;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;66;;;cm;-999999999;NAP;
13-8-2023;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;63;;;cm;-999999999;NAP;
13-8-2023;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;59;;;cm;-999999999;NAP;
13-8-2023;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;54;;;cm;-999999999;NAP;
13-8-2023;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;49;;;cm;-999999999;NAP;
13-8-2023;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;44;;;cm;-999999999;NAP;
13-8-2023;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;38;;;cm;-999999999;NAP;
13-8-2023;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;33;;;cm;-999999999;NAP;
13-8-2023;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;26;;;cm;-999999999;NAP;
13-8-2023;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;20;;;cm;-999999999;NAP;
13-8-2023;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;14;;;cm;-999999999;NAP;
13-8-2023;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;9;;;cm;-999999999;NAP;
13-8-2023;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;3;;;cm;-999999999;NAP;
14-8-2023;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-3;;;cm;-999999999;NAP;
14-8-2023;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-8;;;cm;-999999999;NAP;
14-8-2023;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-13;;;cm;-999999999;NAP;
14-8-2023;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-18;;;cm;-999999999;NAP;
14-8-2023;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-22;;;cm;-999999999;NAP;
14-8-2023;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-26;;;cm;-999999999;NAP;
14-8-2023;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-30;;;cm;-999999999;NAP;
14-8-2023;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-34;;;cm;-999999999;NAP;
14-8-2023;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-38;;;cm;-999999999;NAP;
14-8-2023;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-41;;;cm;-999999999;NAP;
14-8-2023;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-45;;;cm;-999999999;NAP;
14-8-2023;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-48;;;cm;-999999999;NAP;
14-8-2023;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-51;;;cm;-999999999;NAP;
14-8-2023;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-54;;;cm;-999999999;NAP;
14-8-2023;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-57;;;cm;-999999999;NAP;
14-8-2023;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-59;;;cm;-999999999;NAP;
14-8-2023;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-62;;;cm;-999999999;NAP;
14-8-2023;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-63;;;cm;-999999999;NAP;
14-8-2023;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-64;;;cm;-999999999;NAP;
14-8-2023;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-65;;;cm;-999999999;NAP;
14-8-2023;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-65;;;cm;-999999999;NAP;
14-8-2023;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-63;;;cm;-999999999;NAP;
14-8-2023;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-60;;;cm;-999999999;NAP;
14-8-2023;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-55;;;cm;-999999999;NAP;
14-8-2023;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-49;;;cm;-999999999;NAP;
14-8-2023;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-42;;;cm;-999999999;NAP;
14-8-2023;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-34;;;cm;-999999999;NAP;
14-8-2023;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-27;;;cm;-999999999;NAP;
14-8-2023;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-17;;;cm;-999999999;NAP;
14-8-2023;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-12;;;cm;-999999999;NAP;
14-8-2023;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;0;;;cm;-999999999;NAP;
14-8-2023;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;8;;;cm;-999999999;NAP;
14-8-2023;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;17;;;cm;-999999999;NAP;
14-8-2023;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;25;;;cm;-999999999;NAP;
14-8-2023;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;33;;;cm;-999999999;NAP;
14-8-2023;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;40;;;cm;-999999999;NAP;
14-8-2023;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;46;;;cm;-999999999;NAP;
14-8-2023;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;52;;;cm;-999999999;NAP;
14-8-2023;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;58;;;cm;-999999999;NAP;
14-8-2023;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;63;;;cm;-999999999;NAP;
14-8-2023;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;67;;;cm;-999999999;NAP;
14-8-2023;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;72;;;cm;-999999999;NAP;
14-8-2023;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;75;;;cm;-999999999;NAP;
14-8-2023;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;79;;;cm;-999999999;NAP;
14-8-2023;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;83;;;cm;-999999999;NAP;
14-8-2023;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;86;;;cm;-999999999;NAP;
14-8-2023;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;89;;;cm;-999999999;NAP;
14-8-2023;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;91;;;cm;-999999999;NAP;
14-8-2023;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;93;;;cm;-999999999;NAP;
14-8-2023;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;97;;;cm;-999999999;NAP;
14-8-2023;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;97;;;cm;-999999999;NAP;
14-8-2023;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;99;;;cm;-999999999;NAP;
14-8-2023;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;101;;;cm;-999999999;NAP;
14-8-2023;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;101;;;cm;-999999999;NAP;
14-8-2023;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;101;;;cm;-999999999;NAP;
14-8-2023;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;101;;;cm;-999999999;NAP;
14-8-2023;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;101;;;cm;-999999999;NAP;
14-8-2023;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;99;;;cm;-999999999;NAP;
14-8-2023;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;97;;;cm;-999999999;NAP;
14-8-2023;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;95;;;cm;-999999999;NAP;
14-8-2023;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;91;;;cm;-999999999;NAP;
14-8-2023;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;86;;;cm;-999999999;NAP;
14-8-2023;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;82;;;cm;-999999999;NAP;
14-8-2023;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;76;;;cm;-999999999;NAP;
14-8-2023;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;70;;;cm;-999999999;NAP;
14-8-2023;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;65;;;cm;-999999999;NAP;
14-8-2023;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;59;;;cm;-999999999;NAP;
14-8-2023;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;52;;;cm;-999999999;NAP;
14-8-2023;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;46;;;cm;-999999999;NAP;
14-8-2023;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;39;;;cm;-999999999;NAP;
14-8-2023;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;33;;;cm;-999999999;NAP;
14-8-2023;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;26;;;cm;-999999999;NAP;
14-8-2023;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;19;;;cm;-999999999;NAP;
14-8-2023;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;13;;;cm;-999999999;NAP;
14-8-2023;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;7;;;cm;-999999999;NAP;
14-8-2023;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;1;;;cm;-999999999;NAP;
14-8-2023;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-5;;;cm;-999999999;NAP;
14-8-2023;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-11;;;cm;-999999999;NAP;
14-8-2023;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-16;;;cm;-999999999;NAP;
14-8-2023;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-21;;;cm;-999999999;NAP;
14-8-2023;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-24;;;cm;-999999999;NAP;
14-8-2023;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-29;;;cm;-999999999;NAP;
14-8-2023;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-32;;;cm;-999999999;NAP;
14-8-2023;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-36;;;cm;-999999999;NAP;
14-8-2023;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-40;;;cm;-999999999;NAP;
14-8-2023;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-44;;;cm;-999999999;NAP;
14-8-2023;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-48;;;cm;-999999999;NAP;
14-8-2023;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-51;;;cm;-999999999;NAP;
14-8-2023;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-55;;;cm;-999999999;NAP;
14-8-2023;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-59;;;cm;-999999999;NAP;
14-8-2023;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-62;;;cm;-999999999;NAP;
14-8-2023;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-65;;;cm;-999999999;NAP;
14-8-2023;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-68;;;cm;-999999999;NAP;
14-8-2023;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-71;;;cm;-999999999;NAP;
14-8-2023;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-74;;;cm;-999999999;NAP;
14-8-2023;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-75;;;cm;-999999999;NAP;
14-8-2023;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-78;;;cm;-999999999;NAP;
14-8-2023;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-77;;;cm;-999999999;NAP;
14-8-2023;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-77;;;cm;-999999999;NAP;
14-8-2023;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-74;;;cm;-999999999;NAP;
14-8-2023;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-69;;;cm;-999999999;NAP;
14-8-2023;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-62;;;cm;-999999999;NAP;
14-8-2023;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-55;;;cm;-999999999;NAP;
14-8-2023;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-47;;;cm;-999999999;NAP;
14-8-2023;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-38;;;cm;-999999999;NAP;
14-8-2023;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-29;;;cm;-999999999;NAP;
14-8-2023;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-22;;;cm;-999999999;NAP;
14-8-2023;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-15;;;cm;-999999999;NAP;
14-8-2023;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;-5;;;cm;-999999999;NAP;
14-8-2023;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;2;;;cm;-999999999;NAP;
14-8-2023;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;11;;;cm;-999999999;NAP;
14-8-2023;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;19;;;cm;-999999999;NAP;
14-8-2023;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;25;;;cm;-999999999;NAP;
14-8-2023;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Kornwerderzand buiten;31;;;cm;-999999999;NAP;
