Datum,Etmaalsom neerslag,Hoogste uursom neerslag,Etmaalgemiddelde temperatuur,Etmaalgemiddelde windsnelheid
1997-10-25,    4,    2,   78,   24
1997-10-26,   21,   10,   85,   15
1997-10-27,    0,    0,   38,   43
1997-10-28,    0,    0,   11,   31
1997-10-29,    0,    0,    8,   15
1997-10-30,    0,    0,   38,   15
1997-10-31,    0,    0,   49,   33
1997-11-01,    0,    0,   21,   15
1997-11-02,    0,    0,   25,   15
1997-11-03,    0,    0,   58,   33
1997-11-04,   21,   12,   48,   54
1997-11-05,    4,    3,  106,   39
1997-11-06,   20,    7,  110,   33
1997-11-07,   47,   15,  104,   59
1997-11-08,    2,    2,  100,   57
1997-11-09,    2,    2,  100,   57
1997-11-10,   13,    9,   90,   56
1997-11-11,    6,    3,   74,   43
1997-11-12,    0,    0,   53,   14
1997-11-13,    0,    0,   56,   28
1997-11-14,    0,    0,   64,   34
1997-11-15,   18,    4,   93,   38
1997-11-16,    0,    0,  105,   38
1997-11-17,    0,    0,   65,   52
1997-11-18,    0,    0,   50,   68
1997-11-19,    0,    0,   38,   73
1997-11-20,   38,   10,   35,   58
1997-11-21,    3,    2,   81,   28
1997-11-22,0,0,   70,   24
1997-11-23,0,0,   56,   25
1997-11-24,0,0,   28,   49
1997-11-25,    0,    0,   34,   40
1997-11-26,0,0,   43,   38
1997-11-27,   68,    9,   46,   49
1997-11-28,   57,   14,   70,   41
1997-11-29,   13,    6,   96,   43
1997-11-30,    1,    1,   77,   33
1997-12-01,    0,    0,   31,   20
1997-12-02,    2,    2,   21,   33
1997-12-03,    0,    0,   18,   30
1997-12-04,    0,    0,   11,   23
1997-12-05,    8,    7,   20,   35
1997-12-06,    9,    3,   36,   66
1997-12-07,    0,    0,   30,   47
1997-12-08,0,0,   60,   57
1997-12-09,  101,   50,   93,   56
1997-12-10,  184,   31,  111,   76
1997-12-11,   20,    6,  113,   58
1997-12-12,   44,   14,   81,   47
1997-12-13,0,0,   66,   25
1997-12-14,    3,    2,   57,   38
1997-12-15,    0,    0,   17,   63
1997-12-16,    0,    0,  -33,   83
1997-12-17,0,0,  -34,   78
1997-12-18,0,0,   42,   56
1997-12-19,   11,    5,   68,   45
1997-12-20,    0,    0,   37,   21
1997-12-21,   18,    5,   32,   35
1997-12-22,    0,    0,   29,   19
1997-12-23,    7,    3,   39,   28
1997-12-24,   78,   21,  108,   63
1997-12-25,   49,   33,  102,   84
1997-12-26,   97,   24,   80,   76
1997-12-27,   55,   18,   64,   32
1997-12-28,   61,   18,   53,   46
1997-12-29,   16,   13,   56,   38
1997-12-30,0,0,   56,   45
1997-12-31,   28,   12,   83,   46
1998-01-01,   15,   15,   53,   49
1998-01-02,  113,   36,   77,   68
1998-01-03,  152,   68,   77,   85
1998-01-04,   20,    7,   67,   88
1998-01-05,  120,   30,   62,   84
1998-01-06,   13,    6,   66,   55
1998-01-07,   65,   18,   91,   70
1998-01-08,   37,   19,   95,   83
1998-01-09,    0,    0,  106,   58
1998-01-10,    0,    0,   71,   33
1998-01-11,    0,    0,   59,   32
1998-01-12,    0,    0,   70,   31
1998-01-13,    0,    0,   72,   41
1998-01-14,   66,   26,   81,   68
1998-01-15,   28,   11,   71,   62
1998-01-16,    6,    4,   68,   41
1998-01-17,    8,    4,   59,   53
1998-01-18,   83,   18,   51,   70
1998-01-19,   34,    6,   53,   63
1998-01-20,   17,    9,   35,   58
1998-01-21,    0,    0,   -3,   21
1998-01-22,    0,    0,  -21,   25
1998-01-23,0,0,    0,   28
1998-01-24,    2,    2,   26,   52
1998-01-25,    0,    0,    9,   55
1998-01-26,    0,    0,  -12,   28
1998-01-27,    0,    0,  -12,   10
1998-01-28,    4,    1,   27,   19
1998-01-29,    7,    4,   32,   17
1998-01-30,    8,    4,   42,   27
1998-01-31,    4,    3,   -3,   47
1998-02-01,    0,    0,  -53,   28
1998-02-02,   37,   15,  -22,   28
1998-02-03,0,0,   13,   22
1998-02-04,    0,    0,   24,   41
1998-02-05,    0,    0,   42,   33
1998-02-06,    0,    0,   54,   36
1998-02-07,   29,   11,   37,   45
1998-02-08,    0,    0,   40,   40
1998-02-09,    0,    0,   58,   47
1998-02-10,    0,    0,   62,   39
1998-02-11,    0,    0,   84,   60
1998-02-12,    0,    0,   98,   59
1998-02-13,    0,    0,  107,   33
1998-02-14,    0,    0,   96,   30
1998-02-15,    0,    0,  106,   37
1998-02-16,    6,    2,  102,   69
1998-02-17,    2,    1,   64,   30
1998-02-18,    0,    0,   59,   27
1998-02-19,0,0,   81,   38
1998-02-20,    0,    0,  107,   43
1998-02-21,   19,   10,   94,   44
1998-02-22,   46,   42,   68,   28
1998-02-23,   15,    7,   67,   39
1998-02-24,    0,    0,   97,   28
1998-02-25,    0,    0,   81,   13
1998-02-26,0,0,   80,   44
1998-02-27,0,0,   84,   80
1998-02-28,   73,   28,   49,   61
1998-03-01,    6,    5,   33,   43
1998-03-02,   34,   12,   83,   65
1998-03-03,  166,   26,  106,   91
1998-03-04,   66,   24,   99,   78
1998-03-05,  159,   43,   61,   67
1998-03-06,  353,   31,   77,   46
1998-03-07,  176,   26,   99,   75
1998-03-08,   29,    9,   47,   45
1998-03-09,    1,    1,   25,   24
1998-03-10,0,0,   52,   50
1998-03-11,   94,   16,   33,   56
1998-03-12,    2,    1,   34,   34
1998-03-13,    6,    2,   46,   33
1998-03-14,    6,    2,   78,   38
1998-03-15,0,0,   87,   32
1998-03-16,    0,    0,   92,   26
1998-03-17,0,0,   97,   31
1998-03-18,    0,    0,   86,   37
1998-03-19,0,0,   60,   30
1998-03-20,    8,    4,   72,   34
1998-03-21,    0,    0,   60,   22
1998-03-22,   13,    5,   67,   35
1998-03-23,    2,    2,   45,   50
1998-03-24,    0,    0,   34,   26
1998-03-25,    0,    0,   65,   34
1998-03-26,   37,    7,   67,   54
1998-03-27,    7,    3,  103,   40
1998-03-28,0,0,  118,   32
1998-03-29,    0,    0,  143,   27
1998-03-30,    0,    0,  153,   39
1998-03-31,    0,    0,  120,   25
1998-04-01,   13,   13,  107,   17
1998-04-02,   57,   17,  115,   24
1998-04-03,  115,   42,  110,   53
1998-04-04,   29,   11,  102,   64
1998-04-05,   15,    8,   98,   53
1998-04-06,    7,    7,   93,   42
1998-04-07,   90,   29,   76,   24
1998-04-08,   19,   14,   79,   20
1998-04-09,   34,   12,   81,   27
1998-04-10,   30,   26,   73,   22
1998-04-11,    5,    5,   70,   31
1998-04-12,    2,    1,   58,   40
1998-04-13,  127,   22,   31,   44
1998-04-14,    2,    1,   45,   48
1998-04-15,  115,   32,   54,   45
1998-04-16,   26,   16,   57,   45
1998-04-17,    6,    2,   85,   33
1998-04-18,    1,    1,   93,   19
1998-04-19,    1,    1,   92,   19
1998-04-20,   52,   29,   96,   40
1998-04-21,0,0,  109,   30
1998-04-22,    0,    0,  146,   42
1998-04-23,    7,    3,  148,   39
1998-04-24,   21,    6,  124,   53
1998-04-25,  128,   37,  123,   40
1998-04-26,    1,    1,  109,   28
1998-04-27,   61,   16,  101,   19
1998-04-28,   11,   11,  112,   18
1998-04-29,    0,    0,  115,   29
1998-04-30,0,0,  122,   24
1998-05-01,0,0,  111,   26
1998-05-02,0,0,  104,   40
1998-05-03,    0,    0,   94,   43
1998-05-04,    0,    0,   92,   33
1998-05-05,    3,    1,  104,   34
1998-05-06,   59,   16,  117,   63
1998-05-07,0,0,  130,   57
1998-05-08,    0,    0,  166,   35
1998-05-09,    0,    0,  184,   31
1998-05-10,    0,    0,  206,   23
1998-05-11,    0,    0,  232,   27
1998-05-12,    0,    0,  241,   24
1998-05-13,    0,    0,  226,   52
1998-05-14,    0,    0,  195,   48
1998-05-15,    0,    0,  187,   44
1998-05-16,    0,    0,  165,   45
1998-05-17,    0,    0,  163,   36
1998-05-18,    0,    0,  171,   27
1998-05-19,    0,    0,  157,   33
1998-05-20,    0,    0,  135,   26
1998-05-21,0,0,  120,   32
1998-05-22,    0,    0,  102,   33
1998-05-23,    1,    1,  102,   22
1998-05-24,   24,    8,  117,   25
1998-05-25,    1,    1,  135,   27
1998-05-26,  146,   47,  125,   19
1998-05-27,   32,   13,  127,   16
1998-05-28,   34,   14,  157,   24
1998-05-29,  147,   55,  161,   19
1998-05-30,0,0,  151,   20
1998-05-31,0,0,  154,   25
1998-06-01,    0,    0,  165,   26
1998-06-02,   24,   12,  169,   40
1998-06-03,   31,   19,  157,   45
1998-06-04,0,0,  140,   35
1998-06-05,   55,   23,  135,   39
1998-06-06,  483,  202,  179,   25
1998-06-07,  107,   49,  162,   36
1998-06-08,    2,    2,  162,   54
1998-06-09,  116,   29,  162,   49
1998-06-10,   83,   29,  148,   46
1998-06-11,  266,  117,  135,   26
1998-06-12,  117,   48,  103,   39
1998-06-13,0,0,  127,   34
1998-06-14,   60,   12,  133,   37
1998-06-15,   75,   51,  140,   22
1998-06-16,    5,    4,  138,   35
1998-06-17,    8,    7,  144,   38
1998-06-18,  112,   16,  140,   35
1998-06-19,    2,    1,  177,   27
1998-06-20,    0,    0,  216,   20
1998-06-21,    2,    1,  226,   36
1998-06-22,    0,    0,  171,   43
1998-06-23,   20,    7,  156,   42
1998-06-24,0,0,  190,   29
1998-06-25,   32,   14,  181,   45
1998-06-26,0,0,  160,   23
1998-06-27,  142,   99,  166,   40
1998-06-28,   36,   22,  158,   49
1998-06-29,    1,    1,  155,   43
1998-06-30,   35,    8,  148,   33
1998-07-01,0,0,  154,   36
1998-07-02,    8,    5,  150,   23
1998-07-03,    0,    0,  146,   27
1998-07-04,0,0,  158,   32
1998-07-05,    9,    8,  165,   40
1998-07-06,    1,    1,  158,   32
1998-07-07,   27,   19,  133,   36
1998-07-08,   12,    9,  145,   38
1998-07-09,   13,    3,  158,   36
1998-07-10,0,0,  161,   27
1998-07-11,    6,    4,  165,   51
1998-07-12,  127,   15,  164,   58
1998-07-13,   11,    9,  157,   48
1998-07-14,   22,   15,  141,   46
1998-07-15,   82,   34,  152,   38
1998-07-16,    6,    3,  148,   28
1998-07-17,   17,   15,  150,   38
1998-07-18,0,0,  156,   48
1998-07-19,    0,    0,  174,   28
1998-07-20,    1,    1,  230,   27
1998-07-21,   27,   15,  198,   44
1998-07-22,    0,    0,  180,   33
1998-07-23,   29,   27,  191,   40
1998-07-24,    0,    0,  165,   23
1998-07-25,    0,    0,  155,   21
1998-07-26,    0,    0,  169,   15
1998-07-27,0,0,  184,   19
1998-07-28,   27,   27,  169,   29
1998-07-29,   81,   45,  160,   41
1998-07-30,  188,   61,  157,   47
1998-07-31,  100,   41,  160,   40
1998-08-01,0,0,  154,   20
1998-08-02,    0,    0,  163,   27
1998-08-03,    1,    1,  177,   38
1998-08-04,   41,   12,  170,   41
1998-08-05,    0,    0,  165,   31
1998-08-06,    0,    0,  180,   32
1998-08-07,    0,    0,  197,   17
1998-08-08,    0,    0,  203,   23
1998-08-09,    0,    0,  189,   33
1998-08-10,    0,    0,  223,   24
1998-08-11,    0,    0,  227,   21
1998-08-12,0,0,  201,   26
1998-08-13,    0,    0,  163,   37
1998-08-14,0,0,  185,   28
1998-08-15,0,0,  174,   26
1998-08-16,    0,    0,  155,   16
1998-08-17,    0,    0,  178,   32
1998-08-18,    8,    5,  178,   24
1998-08-19,    0,    0,  152,   12
1998-08-20,0,0,  169,   45
1998-08-21,  129,   35,  160,   57
1998-08-22,   91,   43,  143,   38
1998-08-23,  150,   38,  144,   40
1998-08-24,  107,   28,  147,   43
1998-08-25,    0,    0,  143,   29
1998-08-26,  145,   54,  124,   31
1998-08-27,   30,    9,  120,   28
1998-08-28,0,0,  126,   26
1998-08-29,0,0,  136,   17
1998-08-30,   14,    4,  137,   20
1998-08-31,    0,    0,  132,   23
1998-09-01,   63,   37,  154,   43
1998-09-02,   63,   45,  170,   28
1998-09-03,  192,  125,  180,   35
1998-09-04,   24,   14,  171,   22
1998-09-05,   48,   16,  168,   34
1998-09-06,0,0,  167,   24
1998-09-07,   25,   16,  175,   30
1998-09-08,   34,   22,  169,   43
1998-09-09,  106,   57,  173,   53
1998-09-10,    1,    1,  174,   61
1998-09-11,   31,   12,  147,   41
1998-09-12,   54,   17,  120,   20
1998-09-13,  118,   48,   83,   32
1998-09-14,  439,   58,  102,   45
1998-09-15,   25,    8,  140,   49
1998-09-16,   95,   36,  133,   53
1998-09-17,   39,   15,  131,   44
1998-09-18,0,0,  138,   21
1998-09-19,   32,   14,  166,   21
1998-09-20,    0,    0,  163,   25
1998-09-21,    0,    0,  146,   27
1998-09-22,    0,    0,  136,   40
1998-09-23,    0,    0,  131,   32
1998-09-24,    0,    0,  146,   33
1998-09-25,0,0,  172,   28
1998-09-26,    3,    2,  173,   33
1998-09-27,    3,    3,  158,   23
1998-09-28,    0,    0,  146,   16
1998-09-29,   57,   45,  143,   20
1998-09-30,   37,   18,  139,   43
1998-10-01,0,0,  120,   41
1998-10-02,0,0,   71,   45
1998-10-03,    1,    1,   55,   19
1998-10-04,   37,    9,   69,   25
1998-10-05,   15,    7,   77,   42
1998-10-06,   19,   17,   82,   57
1998-10-07,   62,   30,   78,   23
1998-10-08,  144,   22,   84,   26
1998-10-09,   23,   19,   81,   30
1998-10-10,   58,   29,  116,   43
1998-10-11,   67,   32,  112,   40
1998-10-12,   45,   22,  108,   46
1998-10-13,   17,    5,  107,   45
1998-10-14,   51,   13,  137,   50
1998-10-15,0,0,  110,   28
1998-10-16,0,0,  124,   41
1998-10-17,   97,   31,  131,   61
1998-10-18,   16,   14,   66,   21
1998-10-19,   15,   13,   57,   29
1998-10-20,   33,   14,   78,   26
1998-10-21,   30,   10,  118,   65
1998-10-22,    2,    1,  155,   58
1998-10-23,   82,   20,  145,   64
1998-10-24,  226,   82,  109,   62
1998-10-25,   99,   62,  110,   75
1998-10-26,   50,   21,   78,   41
1998-10-27,  158,   31,  113,   83
1998-10-28,  144,   53,  127,   85
1998-10-29,   35,    8,   98,   62
1998-10-30,  133,   21,   69,   37
1998-10-31,  134,   33,   71,   42
1998-11-01,  183,   38,   69,   40
1998-11-02,  100,   37,   68,   38
1998-11-03,  345,   80,   72,   59
1998-11-04,  125,   53,   58,   26
1998-11-05,  105,   20,   69,   61
1998-11-06,    6,    5,   79,   37
1998-11-07,    0,    0,   52,   23
1998-11-08,   91,   37,   69,   49
1998-11-09,   85,   28,  124,   45
1998-11-10,   28,   10,   90,   35
1998-11-11,   12,    4,   61,   20
1998-11-12,    0,    0,   49,   35
1998-11-13,   67,   11,   69,   40
1998-11-14,   38,    8,   59,   18
1998-11-15,   34,    9,   62,   13
1998-11-16,0,0,   33,   28
1998-11-17,    0,    0,   17,   11
1998-11-18,   40,    9,   19,   19
1998-11-19,    0,    0,   -6,   18
1998-11-20,    0,    0,  -28,   14
1998-11-21,    0,    0,  -22,   25
1998-11-22,    0,    0,  -41,   31
1998-11-23,    0,    0,  -51,   15
1998-11-24,0,0,  -34,   25
1998-11-25,    1,    1,    4,   24
1998-11-26,   68,   15,   33,   35
1998-11-27,    6,    4,   60,   20
1998-11-28,   17,    5,   35,   40
1998-11-29,   49,   10,   26,   31
1998-11-30,0,0,    8,   36
1998-12-01,    0,    0,   -3,   43
1998-12-02,    0,    0,  -23,   42
1998-12-03,0,0,  -15,   21
1998-12-04,   33,   10,    9,   28
1998-12-05,   18,    5,   13,   32
1998-12-06,    8,    6,   16,   32
1998-12-07,    7,    5,   -7,   16
1998-12-08,   12,    6,  -12,   34
1998-12-09,   49,    8,   27,   32
1998-12-10,    0,    0,   33,   30
1998-12-11,   10,    3,   45,   37
1998-12-12,  121,   39,   93,   48
1998-12-13,0,0,   90,   71
1998-12-14,   33,   20,  107,   60
1998-12-15,  127,   32,  105,   52
1998-12-16,    0,    0,   69,   37
1998-12-17,    0,    0,   56,   38
1998-12-18,   16,    9,   64,   50
1998-12-19,  101,   16,   64,   56
1998-12-20,    2,    2,   25,   23
1998-12-21,0,0,   22,   24
1998-12-22,    3,    2,   43,   36
1998-12-23,0,0,   52,   50
1998-12-24,   30,   13,   36,   40
1998-12-25,   74,   20,   80,   75
1998-12-26,   51,   14,   84,   80
1998-12-27,   43,    9,   93,   70
1998-12-28,   36,    9,   74,   50
1998-12-29,    0,    0,   43,   45
1998-12-30,    0,    0,   65,   45
1998-12-31,0,0,   66,   47
1999-01-01,0,0,   58,   42
1999-01-02,   78,   27,   64,   52
1999-01-03,  113,   35,   56,   54
1999-01-04,   50,   20,  101,   66
1999-01-05,   11,    7,  115,   53
1999-01-06,    0,    0,  101,   58
1999-01-07,   42,   25,   71,   45
1999-01-08,   51,   18,   58,   53
1999-01-09,0,0,   25,   31
1999-01-10,    0,    0,  -13,   26
1999-01-11,0,0,  -18,   35
1999-01-12,   71,   15,    2,   47
1999-01-13,   76,   14,   36,   46
1999-01-14,   26,   11,   61,   65
1999-01-15,   24,    6,   84,   80
1999-01-16,  113,   31,   77,   69
1999-01-17,    0,    0,   54,   44
1999-01-18,    0,    0,   46,   50
1999-01-19,   14,    4,   80,   69
1999-01-20,   13,    5,  100,   50
1999-01-21,    8,    2,   82,   20
1999-01-22,    0,    0,   22,   10
1999-01-23,0,0,   37,   28
1999-01-24,   14,    7,   71,   51
1999-01-25,   41,   11,  103,   80
1999-01-26,  108,   31,   57,   51
1999-01-27,   69,   17,   51,   43
1999-01-28,   38,    8,   51,   43
1999-01-29,    0,    0,   -6,   27
1999-01-30,    0,    0,  -29,    8
1999-01-31,0,0,   16,   12
1999-02-01,    6,    3,   59,   28
1999-02-02,0,0,   59,   31
1999-02-03,    2,    2,   71,   36
1999-02-04,    5,    2,   94,   70
1999-02-05,   34,   15,   59,   72
1999-02-06,   65,   18,   33,   38
1999-02-07,   61,   13,   14,   45
1999-02-08,   66,   10,   -2,   28
1999-02-09,   14,    7,  -25,   15
1999-02-10,   26,    9,    3,   27
1999-02-11,0,0,  -14,   23
1999-02-12,    0,    0,  -40,   16
1999-02-13,    0,    0,  -40,   18
1999-02-14,   26,    8,  -48,   24
1999-02-15,    2,    2,   12,   39
1999-02-16,   34,   22,   56,   68
1999-02-17,   37,   11,   21,   53
1999-02-18,    6,    2,   37,   23
1999-02-19,   62,   13,   82,   45
1999-02-20,    0,    0,   58,   35
1999-02-21,   63,   16,   56,   52
1999-02-22,   96,   14,   28,   63
1999-02-23,   55,   17,   38,   45
1999-02-24,    1,    1,   20,   24
1999-02-25,0,0,   29,   43
1999-02-26,   16,    5,   67,   58
1999-02-27,   19,    5,   58,   46
1999-02-28,    8,    6,   71,   72
1999-03-01,  299,   51,   85,   73
1999-03-02,  183,   24,   98,   58
1999-03-03,   24,   14,   84,   69
1999-03-04,    2,    2,   68,   40
1999-03-05,    4,    2,   56,   22
1999-03-06,   40,   18,   46,   40
1999-03-07,   15,    4,   38,   53
1999-03-08,   26,    6,   45,   34
1999-03-09,   15,    5,   45,   24
1999-03-10,    6,    6,   38,   15
1999-03-11,    0,    0,   30,   34
1999-03-12,    0,    0,   89,   45
1999-03-13,    0,    0,  108,   27
1999-03-14,    0,    0,   75,   17
1999-03-15,    0,    0,   58,   15
1999-03-16,0,0,   66,   21
1999-03-17,   13,    5,   72,   17
1999-03-18,   52,   32,   70,   24
1999-03-19,    6,    6,   61,   35
1999-03-20,    2,    1,   64,   31
1999-03-21,   49,    9,   63,   48
1999-03-22,   28,    7,   55,   44
1999-03-23,   36,    9,   80,   42
1999-03-24,    0,    0,   84,   46
1999-03-25,    3,    3,  106,   36
1999-03-26,   40,   16,  102,   39
1999-03-27,    0,    0,   69,   23
1999-03-28,    0,    0,   62,   21
1999-03-29,    0,    0,   99,   38
1999-03-30,   17,    9,  124,   28
1999-03-31,    0,    0,  133,   24
1999-04-01,    0,    0,  135,   49
1999-04-02,    0,    0,  139,   38
1999-04-03,   91,   15,  113,   22
1999-04-04,    0,    0,   93,   26
1999-04-05,   11,    8,  121,   38
1999-04-06,    8,    8,  121,   58
1999-04-07,   35,   27,   96,   41
1999-04-08,    0,    0,   79,   26
1999-04-09,    1,    1,   99,   31
1999-04-10,   12,    8,  106,   48
1999-04-11,0,0,   91,   45
1999-04-12,   96,   20,   83,   53
1999-04-13,  103,   46,   59,   47
1999-04-14,   49,   23,   43,   26
1999-04-15,    6,    4,   35,   25
1999-04-16,0,0,   52,   23
1999-04-17,   41,   22,   43,   20
1999-04-18,    4,    4,   55,   22
1999-04-19,0,0,   57,   13
1999-04-20,   19,   13,   89,   53
1999-04-21,  105,   45,  125,   46
1999-04-22,   39,   19,  109,   48
1999-04-23,    0,    0,  120,   29
1999-04-24,0,0,  119,   37
1999-04-25,    0,    0,  129,   30
1999-04-26,    0,    0,  155,   50
1999-04-27,    0,    0,  135,   59
1999-04-28,    0,    0,  124,   45
1999-04-29,0,0,  112,   46
1999-04-30,    0,    0,  115,   26
1999-05-01,    0,    0,  113,   27
1999-05-02,    0,    0,  122,   25
1999-05-03,    0,    0,  128,   36
1999-05-04,    0,    0,  131,   59
1999-05-05,   93,   22,  125,   55
1999-05-06,   70,   20,  119,   31
1999-05-07,   46,   31,  153,   32
1999-05-08,0,0,  149,   50
1999-05-09,    0,    0,  156,   30
1999-05-10,   62,   26,  148,   33
1999-05-11,   26,   10,  143,   35
1999-05-12,   13,   13,  134,   42
1999-05-13,   27,   23,  128,   38
1999-05-14,   33,   30,  121,   28
1999-05-15,    8,    7,  107,   38
1999-05-16,    0,    0,  101,   24
1999-05-17,    0,    0,  132,   64
1999-05-18,    0,    0,  166,   76
1999-05-19,0,0,  178,   32
1999-05-20,   31,   15,  154,   27
1999-05-21,   10,   10,  157,   40
1999-05-22,   12,    7,  122,   36
1999-05-23,    0,    0,  140,   47
1999-05-24,0,0,  139,   45
1999-05-25,    0,    0,  133,   29
1999-05-26,    0,    0,  134,   25
1999-05-27,    0,    0,  196,   30
1999-05-28,0,0,  185,   34
1999-05-29,   32,   18,  198,   30
1999-05-30,   37,   22,  153,   39
1999-05-31,   18,   13,  138,   24
1999-06-01,    0,    0,  157,   25
1999-06-02,   71,   61,  180,   44
1999-06-03,   16,   11,  161,   54
1999-06-04,   67,   43,  142,   53
1999-06-05,  161,   47,  125,   34
1999-06-06,   61,   50,  133,   50
1999-06-07,  159,   88,  127,   30
1999-06-08,    5,    5,  129,   45
1999-06-09,    4,    4,  134,   38
1999-06-10,0,0,  137,   26
1999-06-11,    7,    3,  127,   26
1999-06-12,    0,    0,  132,   15
1999-06-13,0,0,  162,   31
1999-06-14,    0,    0,  173,   30
1999-06-15,    0,    0,  175,   29
1999-06-16,    0,    0,  187,   19
1999-06-17,0,0,  168,   31
1999-06-18,    0,    0,  136,   31
1999-06-19,    0,    0,  159,   21
1999-06-20,   40,   13,  144,   41
1999-06-21,    6,    4,  120,   29
1999-06-22,   17,   16,  122,   20
1999-06-23,    1,    1,  135,   16
1999-06-24,    8,    4,  144,   23
1999-06-25,    0,    0,  143,   32
1999-06-26,    0,    0,  173,   27
1999-06-27,  101,   57,  181,   39
1999-06-28,   16,    6,  151,   47
1999-06-29,  150,   59,  168,   41
1999-06-30,    2,    1,  165,   27
1999-07-01,   12,    9,  157,   35
1999-07-02,0,0,  182,   23
1999-07-03,   11,   11,  202,   43
1999-07-04,   97,   47,  192,   24
1999-07-05,  153,   55,  173,   19
1999-07-06,    0,    0,  177,   20
1999-07-07,    5,    5,  178,   18
1999-07-08,    0,    0,  188,   28
1999-07-09,    0,    0,  197,   33
1999-07-10,    0,    0,  215,   35
1999-07-11,    0,    0,  234,   40
1999-07-12,    0,    0,  228,   30
1999-07-13,    0,    0,  198,   25
1999-07-14,   11,    8,  170,   39
1999-07-15,0,0,  165,   32
1999-07-16,    0,    0,  171,   30
1999-07-17,    0,    0,  184,   28
1999-07-18,    0,    0,  218,   20
1999-07-19,0,0,  223,   29
1999-07-20,    5,    4,  208,   52
1999-07-21,   16,   11,  170,   56
1999-07-22,   55,   19,  147,   41
1999-07-23,0,0,  154,   28
1999-07-24,    0,    0,  200,   23
1999-07-25,    0,    0,  202,   29
1999-07-26,    0,    0,  170,   43
1999-07-27,    0,    0,  163,   47
1999-07-28,    0,    0,  190,   50
1999-07-29,    0,    0,  216,   34
1999-07-30,    0,    0,  231,   31
1999-07-31,0,0,  228,   25
1999-08-01,    0,    0,  228,   21
1999-08-02,    0,    0,  238,   29
1999-08-03,    0,    0,  220,   27
1999-08-04,    0,    0,  219,   15
1999-08-05,   37,   22,  206,   31
1999-08-06,    0,    0,  209,   23
1999-08-07,  279,   50,  178,   21
1999-08-08,   19,   14,  177,   20
1999-08-09,    1,    1,  186,   30
1999-08-10,  172,   43,  173,   23
1999-08-11,0,0,  155,   21
1999-08-12,    0,    0,  142,   15
1999-08-13,    0,    0,  166,   19
1999-08-14,  112,   31,  161,   36
1999-08-15,0,0,  159,   40
1999-08-16,   44,   22,  152,   20
1999-08-17,    7,    4,  148,   26
1999-08-18,   32,    8,  160,   45
1999-08-19,  167,   66,  153,   56
1999-08-20,   27,   11,  156,   35
1999-08-21,    3,    2,  135,   20
1999-08-22,    0,    0,  125,   16
1999-08-23,    0,    0,  144,   30
1999-08-24,0,0,  171,   35
1999-08-25,    0,    0,  226,   37
1999-08-26,   39,   27,  202,   37
1999-08-27,    0,    0,  173,   27
1999-08-28,    0,    0,  167,   16
1999-08-29,    0,    0,  165,   10
1999-08-30,    0,    0,  166,   23
1999-08-31,0,0,  165,   20
1999-09-01,0,0,  172,   10
1999-09-02,    0,    0,  178,   18
1999-09-03,    0,    0,  185,   32
1999-09-04,    0,    0,  185,   20
1999-09-05,    0,    0,  193,   21
1999-09-06,    9,    9,  186,   20
1999-09-07,    0,    0,  178,   32
1999-09-08,    0,    0,  185,   27
1999-09-09,    0,    0,  181,   26
1999-09-10,    0,    0,  191,   21
1999-09-11,    0,    0,  218,   32
1999-09-12,    0,    0,  198,   21
1999-09-13,    0,    0,  189,   26
1999-09-14,0,0,  184,   19
1999-09-15,  164,   32,  173,   18
1999-09-16,0,0,  161,   38
1999-09-17,    0,    0,  152,   26
1999-09-18,    0,    0,  147,   33
1999-09-19,0,0,  179,   40
1999-09-20,    4,    3,  176,   32
1999-09-21,    7,    5,  152,   41
1999-09-22,   90,   79,  170,   27
1999-09-23,   47,   38,  184,   43
1999-09-24,   86,   32,  173,   41
1999-09-25,0,0,  163,   33
1999-09-26,   14,   13,  153,   46
1999-09-27,   38,   11,  145,   48
1999-09-28,    4,    2,  148,   46
1999-09-29,   76,   30,  160,   51
1999-09-30,  140,   38,  146,   37
1999-10-01,    5,    3,  140,   62
1999-10-02,   28,   18,  127,   60
1999-10-03,  157,   74,  104,   48
1999-10-04,   82,   16,  101,   26
1999-10-05,   10,    6,   93,   23
1999-10-06,0,0,  102,   19
1999-10-07,    9,    7,  104,   42
1999-10-08,   33,    9,  129,   35
1999-10-09,    5,    5,  149,   35
1999-10-10,   16,    7,  151,   40
1999-10-11,    7,    6,  123,   27
1999-10-12,    0,    0,   96,   16
1999-10-13,    0,    0,   86,   11
1999-10-14,0,0,  106,   14
1999-10-15,    0,    0,  104,   19
1999-10-16,    0,    0,   82,   29
1999-10-17,    0,    0,   65,   46
1999-10-18,    0,    0,   60,   54
1999-10-19,    0,    0,   58,   62
1999-10-20,    0,    0,   58,   71
1999-10-21,    7,    4,   55,   58
1999-10-22,   16,    5,  107,   43
1999-10-23,   17,   16,  135,   41
1999-10-24,    3,    2,  124,   55
1999-10-25,    5,    4,  122,   48
1999-10-26,    1,    1,  128,   40
1999-10-27,    0,    0,  117,   40
1999-10-28,0,0,  111,   25
1999-10-29,    0,    0,   99,   26
1999-10-30,   26,   15,  141,   45
1999-10-31,0,0,  117,   55
1999-11-01,   12,   10,  131,   57
1999-11-02,    1,    1,  110,   33
1999-11-03,    0,    0,   86,   24
1999-11-04,    0,    0,   83,   23
1999-11-05,   15,    7,   82,   51
