FactuurNummer,FactuurDatum,LeverancierID,KlantID,Verkoopcategorie,Subcategorie,Product,Bedrag
7343,4-11-2019,1,11020,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Bosch QuietCast Remblokken voor soepele remming,80.1
9221,4-11-2019,20,5397,Voeding:,Verse producten (groenten, fruit, vlees, vis),Verse zalmfilet voor gezonde maaltijden,6.3
11769,4-11-2019,6,8930,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,186.3
13879,4-11-2019,19,2154,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),LG InstaView Koelkast met door-in-door functie,337.3
16805,4-11-2019,29,13764,Elektronica:,Smartphones,Xiaomi Mi 11 met betaalbare prijs en sterke specificaties,569.6
16922,4-11-2019,18,5143,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Michelin Pilot Sport 4 Zomerbanden voor grip,85.2
16972,4-11-2019,12,8371,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,5.1
19268,4-11-2019,27,13435,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,52.0
2020,5-11-2019,11,11934,Kleding en Mode:,Jurken,Cocktailjurk met sweetheart halslijn,70.5
5735,5-11-2019,11,7869,Woondecoratie:,Beeldjes en ornamenten,Metalen Sculptuur met Abstract Design voor eigentijds interieur,79.0
16481,5-11-2019,1,781,Reizen en Toerisme:,Activiteiten en rondleidingen,Stadstour door Rome met Bezoek aan het Colosseum,141.0
17000,5-11-2019,26,10709,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,CeraVe Moisturizing Cream voor droge huid,23.3
20508,5-11-2019,13,13960,Kleding en Mode:,Jurken,Maxi-jurk met ruches en paisley-patroon,86.7
2422,6-11-2019,27,531,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,94.8
2606,6-11-2019,26,650,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Moderne fauteuil met minimalistisch ontwerp,1431.6
13250,6-11-2019,17,3447,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Bosch QuietCast Remblokken voor soepele remming,82.3
18198,6-11-2019,25,11217,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,214.9
20122,6-11-2019,17,1867,Woondecoratie:,Schilderijen en wanddecoratie,Abstract Canvas Schilderij voor moderne inrichting,50.9
20394,6-11-2019,8,12670,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,399.1
5865,7-11-2019,19,12258,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Moroccanoil Treatment voor glans en hydratatie,6.5
7125,7-11-2019,4,14870,Voeding:,Zuivelproducten,Yoplait Fruitige Yoghurt met aardbeiensmaak,7.5
10499,7-11-2019,1,13764,Woondecoratie:,Planten en bloemen,Kamerplant: Monstera Deliciosa voor groene uitstraling,33.3
11846,7-11-2019,27,2027,Schoonheids- en Verzorgingsproducten:,Make-up,Fenty Beauty Pro Filt'r Foundation voor een egale teint,45.5
14068,7-11-2019,18,6686,Kleding en Mode:,Broeken,Corduroy broek met rechte pijpen,73.8
11256,8-11-2019,25,2287,Boeken en Onderwijs:,Educatieve materialen,Rosetta Stone Taalcursus voor taalverwerving,78.0
15321,8-11-2019,30,3884,Elektronica:,Laptops,Dell XPS 15 met dunne randen en krachtige prestaties,1071.2
3074,9-11-2019,9,7461,Woondecoratie:,Kaarsen en geurverspreiders,Aromatherapie Essenti le Oli n voor geurige ontspanning,12.5
5468,9-11-2019,6,9538,Boeken en Onderwijs:,Educatieve materialen,Khan Academy Online Cursussen voor zelfstudie,99.6
10512,9-11-2019,3,9012,Voeding:,Bakkerijproducten,Ambachtelijke volkoren bagels met roomkaas,10.5
12538,9-11-2019,5,761,Auto en Transport:,Fictie en non-fictie boeken,Educated door Tara Westover,10.5
3798,10-11-2019,27,13324,Woondecoratie:,Schilderijen en wanddecoratie,Abstract Canvas Schilderij voor moderne inrichting,48.2
5010,10-11-2019,14,720,Woondecoratie:,Schilderijen en wanddecoratie,Abstract Canvas Schilderij voor moderne inrichting,47.0
8352,10-11-2019,16,11897,Voeding:,Verse producten (groenten, fruit, vlees, vis),Knapperige broccoli voor groene smoothies,17.8
14110,10-11-2019,22,1304,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Seat Gap Filler voor het voorkomen van spullen in openingen,6.7
16879,10-11-2019,25,5308,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,442.0
2363,11-11-2019,7,4179,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,96.4
6326,11-11-2019,17,6685,Voeding:,Verse producten (groenten, fruit, vlees, vis),Mals rundvlees voor een heerlijke steak,17.1
6892,11-11-2019,9,12494,Sport en Recreatie:,Sportschoenen,Asics Gel-Kayano 28 voor stabiliteit en ondersteuning,156.0
15297,11-11-2019,17,8801,Woondecoratie:,Kussens en dekens,Gewatteerd Sierkussen voor extra comfort,73.2
6694,12-11-2019,12,14861,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Seat Gap Filler voor het voorkomen van spullen in openingen,7.6
11829,12-11-2019,13,7331,Reizen en Toerisme:,Vliegtickets,Last-Minute Vliegticket naar Barcelona,615.4
12433,12-11-2019,1,6130,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,95.6
17141,12-11-2019,21,4451,Reizen en Toerisme:,Vliegtickets,First Class Vliegticket naar Dubai,1082.8
1300,13-11-2019,24,14392,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,22.9
6827,13-11-2019,20,3420,Reizen en Toerisme:,Activiteiten en rondleidingen,Bergbeklimming naar de Top van de Kilimanjaro,163.3
17570,13-11-2019,10,6823,Boeken en Onderwijs:,Educatieve materialen,LEGO Education Mindstorms Robotkit voor STEM-onderwijs,93.7
16507,14-11-2019,1,11517,Boeken en Onderwijs:,E-books en audioboeken,Where the Crawdads Sing door Delia Owens (E-book),16.0
18912,14-11-2019,12,7191,Reizen en Toerisme:,Reisverzekeringen,Medische Kosten Dekking voor Onverwachte Zorgkosten,137.0
19859,14-11-2019,27,4375,Woondecoratie:,Planten en bloemen,Hangende Vetplant in Macram  Hanger voor verticaal tuinieren,19.5
6569,15-11-2019,13,11013,Schoonheids- en Verzorgingsproducten:,Make-up,Maybelline Great Lash Mascara voor volle wimpers,32.4
7876,15-11-2019,26,6726,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,6.6
8386,15-11-2019,22,7223,Boeken en Onderwijs:,Schrijfwaren,Staedtler Triplus Fineliner Set voor nauwkeurige lijnen,5.0
8917,15-11-2019,18,4536,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,158.0
9636,15-11-2019,25,6232,Elektronica:,Slimme horloges,Fitbit Versa 3 met fitness- en slaaptracking,823.5
16340,15-11-2019,20,9660,Elektronica:,Koptelefoons,Apple AirPods Pro met transparantiemodus,141.6
1485,16-11-2019,1,11613,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,166.6
16066,16-11-2019,21,12106,Reizen en Toerisme:,Reispakketten,Avontuurlijke Safari Reis door Kenia en Tanzania,2543.8
4307,17-11-2019,2,1528,Reizen en Toerisme:,Hotelaccommodaties,Boutique Hotelkamer in hartje Parijs,326.5
12797,17-11-2019,24,8803,Schoonheids- en Verzorgingsproducten:,Make-up,Fenty Beauty Pro Filt'r Foundation voor een egale teint,43.7
15433,17-11-2019,20,7457,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,12.4
17855,17-11-2019,8,13993,Woondecoratie:,Kussens en dekens,Pluizige Decoratieve Kussens voor woonkamer,87.7
18167,17-11-2019,20,13118,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,59.7
2123,18-11-2019,26,1690,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,368.0
2827,18-11-2019,15,3259,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1465.9
6057,18-11-2019,4,3072,Kleding en Mode:,T-shirts,Gestreept T-shirt met boothals,36.9
8651,18-11-2019,5,12221,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1303.0
9778,18-11-2019,7,1060,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,10.6
10496,18-11-2019,21,3479,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),IKEA Ektorp 3-zitsbank voor comfort en stijl,589.8
10707,18-11-2019,2,8945,Sport en Recreatie:,Sportkleding,Reebok CrossFit Tanktop voor veelzijdige workouts,82.1
12916,18-11-2019,28,12717,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,90.9
20802,18-11-2019,2,10119,Elektronica:,Koptelefoons,Apple AirPods Pro met transparantiemodus,145.4
3300,19-11-2019,4,84,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,20.5
13304,19-11-2019,21,9306,Boeken en Onderwijs:,Studieboeken,Calculus: Early Transcendentals door James Stewart,100.3
13251,20-11-2019,25,13970,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,22.8
11194,21-11-2019,7,3982,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,45.1
4236,22-11-2019,10,9450,Schoonheids- en Verzorgingsproducten:,Parfums,Jo Malone London Wood Sage & Sea Salt voor frisse tonen,217.5
8644,22-11-2019,26,8569,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Panasonic Inverter Magnetronoven voor snel opwarmen,128.1
9139,22-11-2019,18,5395,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,26.0
17536,22-11-2019,11,3844,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,6.0
4741,23-11-2019,21,1765,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,25.0
7701,23-11-2019,22,3368,Sport en Recreatie:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,95.2
14648,23-11-2019,11,3374,Auto en Transport:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,15.6
4622,24-11-2019,5,4748,Voeding:,Drankjes (frisdrank, sap, water),San Pellegrino Sprankelend Mineraalwater,4.8
10232,24-11-2019,7,13530,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,99.0
10565,24-11-2019,7,8335,Kleding en Mode:,Jurken,Knielange A-lijn jurk met bloemenprint,103.7
10624,24-11-2019,24,2001,Huishoudelijke Artikelen:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,78.0
14054,24-11-2019,29,11509,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,10.5
14322,24-11-2019,16,7278,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,194.2
3186,25-11-2019,5,3530,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),KitchenAid Staande Mixer voor bakliefhebbers,706.1
4923,25-11-2019,9,363,Woondecoratie:,Planten en bloemen,Hangende Vetplant in Macram  Hanger voor verticaal tuinieren,20.0
6536,25-11-2019,30,12442,Sport en Recreatie:,Fietsen,Giant Talon 29er Mountainbike voor off-road avonturen,231.9
8225,25-11-2019,10,239,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,22.6
9322,25-11-2019,7,3395,Auto en Transport:,Fietsen en scooters,Razor A5 Lux Step Scooter voor kinderen en tieners,203.0
10349,25-11-2019,23,12720,Voeding:,Zuivelproducten,Volle melk voor het maken van koffie,7.6
11444,25-11-2019,27,1322,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,119.5
13407,25-11-2019,3,932,Voeding:,Zuivelproducten,Yoplait Fruitige Yoghurt met aardbeiensmaak,7.0
13953,25-11-2019,12,12904,Elektronica:,Koptelefoons,Apple AirPods Pro met transparantiemodus,141.6
15496,25-11-2019,1,6631,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Breville Barista Express Koffiezetapparaat voor espresso liefhebbers,203.0
17323,25-11-2019,16,7965,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,766.8
1298,26-11-2019,10,538,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,72.0
3751,26-11-2019,16,1821,Woondecoratie:,Kaarsen en geurverspreiders,Glazen Geurkaars met Zeebriesaroma voor frisheid,21.9
12240,26-11-2019,21,6160,Woondecoratie:,Planten en bloemen,Kamerplant: Monstera Deliciosa voor groene uitstraling,32.0
15686,26-11-2019,20,12891,Reizen en Toerisme:,Hotelaccommodaties,Villa met Zwembad in Bali voor tropische ontspanning,63.6
20222,26-11-2019,4,8444,Voeding:,Zuivelproducten,Cheddar Kaasblokjes voor tussendoor,7.7
5037,27-11-2019,26,6319,Voeding:,Bakkerijproducten,Glutenvrije muffins voor een gezonder alternatief,7.3
12117,27-11-2019,14,6592,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,98.8
19312,27-11-2019,15,3052,Reizen en Toerisme:,Hotelaccommodaties,Boutique Hotelkamer in hartje Parijs,371.2
1203,28-11-2019,25,7713,Boeken en Onderwijs:,Educatieve materialen,Khan Academy Online Cursussen voor zelfstudie,88.6
15204,28-11-2019,28,1210,Boeken en Onderwijs:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.6
15478,28-11-2019,8,10174,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,5.9
1405,29-11-2019,25,133,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,50.6
7371,29-11-2019,27,222,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Cuisinart IJsmachine voor huisgemaakt ijs,75.1
9888,29-11-2019,6,7801,Reizen en Toerisme:,Hotelaccommodaties,Villa met Zwembad in Bali voor tropische ontspanning,66.0
19805,29-11-2019,13,9444,Woondecoratie:,Beeldjes en ornamenten,Houten Boeddha Ornament voor spirituele sfeer,91.2
8504,30-11-2019,25,13393,Sport en Recreatie:,Fitnessapparatuur,Concept2 Model D Roeimachine voor cardio en spieropbouw,1818.0
8585,30-11-2019,19,4241,Boeken en Onderwijs:,Educatieve materialen,Science Experiment Kit voor hands-on leren,25.6
15826,30-11-2019,26,10466,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Seat Gap Filler voor het voorkomen van spullen in openingen,6.9
17187,1-12-2019,4,6139,Boeken en Onderwijs:,E-books en audioboeken,Atomic Habits door James Clear (E-book),8.0
19420,1-12-2019,18,13743,Kleding en Mode:,T-shirts,V-hals T-shirt met subtiele print,41.0
1947,2-12-2019,20,8822,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,74.8
11137,2-12-2019,28,12616,Voeding:,Bakkerijproducten,Ambachtelijke volkoren bagels met roomkaas,10.3
12006,2-12-2019,17,11833,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,28.8
2328,3-12-2019,9,10178,Boeken en Onderwijs:,Educatieve materialen,National Geographic Kids Magazine voor jeugdige leerlingen,79.0
3200,3-12-2019,15,14192,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,374.8
6519,3-12-2019,28,6776,Voeding:,Verpakte snacks,Lay's Classic Chips voor een klassieke snack,6.5
8823,4-12-2019,5,486,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Pluizige katoenen handdoeken voor extra zachtheid,122.5
15669,4-12-2019,18,4356,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,23.2
15682,4-12-2019,4,14094,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Bosch QuietCast Remblokken voor soepele remming,76.0
20423,4-12-2019,17,9356,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,129.5
6238,5-12-2019,3,6862,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,11.6
8707,5-12-2019,8,831,Elektronica:,Slimme horloges,Apple Watch Series 7 met groot scherm en gezondheidsfuncties,412.3
9666,5-12-2019,25,4416,Elektronica:,Smartphones,Samsung Galaxy S21 Ultra met groot AMOLED-scherm,654.0
19465,5-12-2019,8,13170,Elektronica:,Laptops,HP Spectre x360 met 2-in-1 functionaliteit,1344.1
1869,6-12-2019,13,6769,Elektronica:,Koptelefoons,Bose QuietComfort 35 II voor comfortabel luisteren,162.0
5158,6-12-2019,16,3497,Woondecoratie:,Kussens en dekens,Katoenen Gooikussen met geometrisch patroon,64.0
10223,6-12-2019,8,7858,Reizen en Toerisme:,Reispakketten,All-Inclusive Pakket voor Caribisch Eiland Resort,1528.4
11784,6-12-2019,19,8714,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,24.3
14730,6-12-2019,5,5050,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,11.6
15449,6-12-2019,9,8752,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Vitamix Pro 750 Blender voor gladde smoothies,268.4
15534,6-12-2019,3,7677,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,21.1
18352,6-12-2019,18,13565,Sport en Recreatie:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,86.1
19548,6-12-2019,17,14186,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,24.0
2042,7-12-2019,14,7194,Sport en Recreatie:,Fietsen,Giant Talon 29er Mountainbike voor off-road avonturen,231.9
7657,8-12-2019,3,4285,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1445.8
16721,8-12-2019,10,6767,Boeken en Onderwijs:,E-books en audioboeken,Where the Crawdads Sing door Delia Owens (E-book),17.6
9680,9-12-2019,1,10783,Reizen en Toerisme:,Reisverzekeringen,Single-Trip Reisverzekering voor Europese stedentrip,208.5
16399,9-12-2019,16,13772,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,127.7
17771,9-12-2019,7,14506,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,25.7
4648,10-12-2019,10,9315,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,65.3
6024,10-12-2019,8,3920,Elektronica:,Slimme horloges,Fitbit Versa 3 met fitness- en slaaptracking,791.0
6559,10-12-2019,8,7056,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,8.8
8616,10-12-2019,21,2079,Boeken en Onderwijs:,E-books en audioboeken,Born a Crime door Trevor Noah (Audioboek),25.4
11633,10-12-2019,2,2499,Reizen en Toerisme:,Reisverzekeringen,Annuleringsverzekering voor Flexibiliteit in Reisplannen,180.6
19788,10-12-2019,20,647,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Panasonic Inverter Magnetronoven voor snel opwarmen,131.7
3497,11-12-2019,21,1067,Sport en Recreatie:,Sportschoenen,Adidas Ultraboost DNA Sneakers voor comfort en stijl,48.8
4602,11-12-2019,19,11625,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.7
7117,11-12-2019,23,14182,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Instant Pot Multicooker voor diverse maaltijden,1288.6
10695,11-12-2019,10,3837,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),NGK Bougies voor effici nte verbranding,88.6
13146,11-12-2019,25,5939,Reizen en Toerisme:,Hotelaccommodaties,Rustiek Chalet in Zwitserse Alpen voor bergavontuur,345.9
15713,11-12-2019,13,7750,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,122.7
6230,12-12-2019,16,472,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2615.8
12566,12-12-2019,9,14125,Huishoudelijke Artikelen:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,86.1
13257,12-12-2019,21,1667,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,17.8
14802,12-12-2019,24,10452,Kleding en Mode:,T-shirts,Gestreept T-shirt met boothals,39.5
18649,12-12-2019,6,6404,Kleding en Mode:,Jurken,Denim overgooierjurk met knopen,155.8
19181,12-12-2019,30,14638,Woondecoratie:,Beeldjes en ornamenten,Metalen Sculptuur met Abstract Design voor eigentijds interieur,74.9
20438,12-12-2019,26,12707,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,8.4
1177,13-12-2019,7,9680,Voeding:,Drankjes (frisdrank, sap, water),Vers Geperst Sinaasappelsap voor een vitamineboost,4.1
2087,13-12-2019,8,11678,Boeken en Onderwijs:,Fictie en non-fictie boeken,Educated door Tara Westover,11.0
4904,13-12-2019,27,2492,Elektronica:,Smartphones,Google Pixel 6 met focus op fotografie,396.9
5831,13-12-2019,30,536,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,6.5
7126,13-12-2019,11,6275,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,42.4
7956,13-12-2019,8,12355,Reizen en Toerisme:,Reisverzekeringen,Medische Kosten Dekking voor Onverwachte Zorgkosten,132.0
15998,13-12-2019,15,5630,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),LG InstaView Koelkast met door-in-door functie,360.4
9681,14-12-2019,3,12701,Kleding en Mode:,Broeken,Corduroy broek met rechte pijpen,68.4
20291,14-12-2019,17,14874,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,26.3
8367,15-12-2019,22,7351,Kleding en Mode:,Schoenen,Wandelschoenen met waterdichte membranen,69.1
9471,16-12-2019,13,1725,Kleding en Mode:,Broeken,Wijde palazzo-broek met bloemenpatroon,81.1
13617,16-12-2019,6,13903,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,400.0
2987,17-12-2019,29,12698,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,142.8
3353,17-12-2019,28,5006,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,7.8
9122,17-12-2019,24,13469,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,La Roche-Posay Effaclar Cleanser voor acne-gevoelige huid,5.9
19818,17-12-2019,13,12567,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,99.6
10837,18-12-2019,13,340,Boeken en Onderwijs:,E-books en audioboeken,Born a Crime door Trevor Noah (Audioboek),24.7
12490,18-12-2019,5,14379,Boeken en Onderwijs:,E-books en audioboeken,Where the Crawdads Sing door Delia Owens (E-book),16.6
7142,19-12-2019,27,3053,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,187.5
9661,19-12-2019,23,8120,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Pantene Pro-V Shampoo voor volume en zachtheid,20.6
9766,19-12-2019,17,11081,Schoonheids- en Verzorgingsproducten:,Parfums,Viktor & Rolf Flowerbomb Eau de Parfum voor bloemige noten,106.7
20179,19-12-2019,2,7971,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Samsung EcoBubble Wasmachine met energiezuinige technologie,935.8
8035,20-12-2019,7,4498,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,19.5
17388,20-12-2019,21,4922,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,13.7
1153,21-12-2019,23,2173,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,118.5
14463,21-12-2019,20,5422,Voeding:,Drankjes (frisdrank, sap, water),Vers Geperst Sinaasappelsap voor een vitamineboost,4.0
17520,21-12-2019,26,12574,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),FH Group Universal Car Seat Covers voor personalisatie,28.5
6169,22-12-2019,30,5441,Boeken en Onderwijs:,E-books en audioboeken,Where the Crawdads Sing door Delia Owens (E-book),15.4
9336,22-12-2019,19,714,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,51.6
10979,22-12-2019,29,13634,Sport en Recreatie:,Fitnessapparatuur,NordicTrack Treadmill voor indoor hardlopen,472.9
14755,22-12-2019,18,5800,Auto en Transport:,Fietsen en scooters,Xiaomi Mi Electric Scooter voor stadsvervoer,407.8
15813,22-12-2019,29,5105,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,12.7
3106,23-12-2019,2,7440,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),NGK Bougies voor effici nte verbranding,88.6
11105,23-12-2019,21,4813,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Febreze Car Vent Clip Luchtverfrisser voor frisse geur,17.6
12481,23-12-2019,13,14730,Elektronica:,Koptelefoons,Bose QuietComfort 35 II voor comfortabel luisteren,160.0
18379,23-12-2019,15,6679,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,349.6
20545,23-12-2019,19,6767,Schoonheids- en Verzorgingsproducten:,Make-up,Fenty Beauty Pro Filt'r Foundation voor een egale teint,41.5
20852,23-12-2019,11,11841,Woondecoratie:,Kaarsen en geurverspreiders,"Yankee Candle Geurkaars in de geur ""Vanilla Cupcake""",21.3
2073,25-12-2019,20,1626,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Pluizige katoenen handdoeken voor extra zachtheid,136.1
3041,25-12-2019,12,14621,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,28.1
6018,25-12-2019,21,4604,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,787.8
8614,25-12-2019,22,12835,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Jersey Hoeslaken voor comfortabel slapen,85.5
13786,25-12-2019,16,3725,Schoonheids- en Verzorgingsproducten:,Make-up,Urban Decay Naked Eyeshadow Palette voor veelzijdige ooglooks,43.6
13986,25-12-2019,1,12741,Voeding:,Verse producten (groenten, fruit, vlees, vis),Mals rundvlees voor een heerlijke steak,15.8
3396,26-12-2019,27,10971,Voeding:,Bakkerijproducten,Rijkelijke chocoladecroissants als ontbijttraktatie,8.1
3695,26-12-2019,21,14422,Boeken en Onderwijs:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.5
7242,26-12-2019,12,10028,Auto en Transport:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,16.0
